category,stockNo,stockName,lastPrice,revenue,revenueGrowthYOY,operatingProfit,operatingProfitMargin,netProfit,netProfitMargin,EPS,EPSGrowthYOYPercent,yrEnd
Warehousing & Logistic Services ,01737.HK,A & S GROUP,0.176,408.50M,-2.000%,47.66M,11.667%,40.52M,9.920%,0.041,N/A,2021/03
Warehousing & Logistic Services ,02057.HK,ZTO EXPRESS-SW,231.200,30.05B,N/A,5.67B,18.856%,5.14B,17.102%,6.460,N/A,2020/12
Warehousing & Logistic Services ,02129.HK,LEGION CONSO,0.170,236.29M,N/A,38.73M,16.389%,24.96M,10.565%,0.025,N/A,2020/12
Telecomm. & Networking Equipment,02369.HK,COOLPAD GROUP,0.335,811.76M,-56.000%,-251.53M,-30.986%,-393.99M,-48.535%,-0.060,N/A,2020/12
Telecomm. & Networking Equipment,03997.HK,TSO,1.170,38.35M,-13.000%,9.80M,25.559%,9.57M,24.962%,0.075,282.564%,2021/03
Telecomm. & Networking Equipment,06033.HK,TELECOM DIGIT,3.170,1.04B,-4.000%,145.75M,14.028%,135.22M,13.015%,0.330,65.000%,2021/03
Telecomm. & Networking Equipment,06168.HK,U-TON FUTURE,0.161,57.48M,-48.000%,-487.74M,-848.585%,-453.97M,-789.824%,-0.186,-116.228%,2020/12
Telecomm. & Networking Equipment,06188.HK,BJ DIGITAL,3.830,16.15B,-5.000%,123.51M,0.765%,135.95M,0.842%,0.191,-56.243%,2020/12
Warehousing & Logistic Services ,02130.HK,CN LOGISTICS,7.850,2.02B,N/A,127.86M,6.328%,55.52M,2.748%,0.412,N/A,2020/12
Warehousing & Logistic Services ,02618.HK,JD LOGISTICS,41.400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Warehousing & Logistic Services ,02930.HK,SILKROADLOG-OLD,0.170,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Warehousing & Logistic Services ,06083.HK,WORLD-LINK LOG,0.470,224.05M,12.000%,24.95M,11.756%,20.58M,9.695%,0.041,-10.412%,2020/12
Warehousing & Logistic Services ,06123.HK,YTO EXP INTL,4.220,5.05B,29.000%,286.01M,5.666%,252.23M,4.997%,0.608,862.658%,2020/12
Telecomm. & Networking Equipment,06869.HK,YOFC,9.680,9.80B,12.000%,692.08M,7.063%,648.01M,6.613%,0.858,-27.553%,2020/12
Telecomm. & Networking Equipment,08043.HK,ATLINKS,0.162,284.28M,3.000%,12.27M,4.318%,4.90M,1.724%,0.012,N/A,2020/12
Telecomm. & Networking Equipment,08066.HK,PHOENITRON HOLD,0.035,76.10M,12.000%,3.94M,5.172%,3.96M,5.198%,0.008,N/A,2020/12
Telecomm. & Networking Equipment,08227.HK,HAITIAN ANTENNA,1.720,14.51M,-66.000%,-41.37M,-285.028%,-40.75M,-280.784%,-0.022,-24.884%,2020/12
Warehousing & Logistic Services ,06880.HK,TEMPUS HOLD,0.260,403.41M,-10.000%,-74.78M,-18.536%,-82.19M,-20.374%,-0.240,68.000%,2020/12
Warehousing & Logistic Services ,08035.HK,JANCO HOLDINGS,0.275,487.64M,18.000%,19.39M,3.975%,11.17M,2.291%,0.019,N/A,2020/12
Warehousing & Logistic Services ,08292.HK,WORLDGATEGLOBAL,0.155,133.24M,8.000%,-2.82M,-2.115%,-3.09M,-2.319%,-0.036,66.816%,2020/12
Warehousing & Logistic Services ,08348.HK,BINHAI TEDA,0.340,3.43B,13.000%,-49.44M,-1.440%,-154.22M,-4.491%,-0.441,N/A,2020/12
Warehousing & Logistic Services ,08430.HK,C&N HOLDINGS,0.111,154.01M,-7.000%,-5.87M,-3.813%,-4.76M,-3.089%,-0.008,12.119%,2020/12
Warehousing & Logistic Services ,08482.HK,WAN LEADER,0.300,332.80M,87.000%,923.00K,0.277%,4.85M,1.457%,0.006,N/A,2021/03
Warehousing & Logistic Services ,08489.HK,GP LOGISTICS,0.510,871.88M,N/A,41.29M,4.736%,23.17M,2.658%,0.103,N/A,2020/12
Warehousing & Logistic Services ,08620.HK,AE LOGISTICS,0.150,380.34M,17.000%,-9.48M,-2.506%,-7.71M,-2.037%,-0.016,-149.231%,2021/03
TV & Broadcasting,00511.HK,TVB,7.400,2.72B,-25.000%,-247.60M,-9.089%,-280.88M,-10.311%,-0.640,4.478%,2020/12
Road and Railway,00107.HK,SICHUAN EXPRESS,1.780,9.77B,12.000%,1.19B,12.185%,804.30M,8.231%,0.263,-33.602%,2020/12
Travel & Tourism,00234.HK,NEW CENTURY GP,0.064,100.36M,-30.000%,-71.16M,-70.905%,-56.71M,-56.509%,-0.010,N/A,2021/03
TV & Broadcasting,01097.HK,I-CABLE COMM,0.091,1.07B,-7.000%,-234.45M,-21.932%,-275.39M,-25.762%,-0.039,33.898%,2020/12
TV & Broadcasting,02008.HK,PHOENIX TV,0.690,3.03B,-17.000%,-1.61B,-53.301%,-1.04B,-34.237%,-0.208,N/A,2020/12
TV & Broadcasting,08153.HK,FARNOVA GROUP,0.083,20.53M,-26.000%,-48.67M,-237.026%,-48.15M,-234.475%,-0.012,44.495%,2020/03
TV & Broadcasting,08280.HK,CDV HOLDINGS,0.108,371.92M,9.000%,-76.56M,-20.585%,-84.70M,-22.773%,-0.137,56.279%,2020/12
Road and Railway,00152.HK,SHENZHEN INT'L,10.840,19.45B,15.000%,10.27B,52.795%,4.01B,20.599%,1.840,-21.368%,2020/12
Road and Railway,00177.HK,JIANGSU EXPRESS,8.650,9.57B,-14.000%,3.86B,40.322%,2.94B,30.678%,0.583,-37.420%,2020/12
Road and Railway,00269.HK,CRTG,0.019,598.12M,5.000%,-1.50B,-250.943%,-1.33B,-222.776%,-0.180,57.143%,2021/03
Road and Railway,00548.HK,SHENZHENEXPRESS,7.470,9.57B,33.000%,3.23B,33.795%,2.45B,25.596%,1.120,-15.035%,2020/12
Road and Railway,00576.HK,ZHEJIANGEXPRESS,6.850,14.23B,6.000%,5.28B,37.066%,3.57B,25.098%,0.823,-13.863%,2020/12
Travel & Tourism,00265.HK,ORIENT VICTORY,0.072,208.29M,-56.000%,-46.69M,-22.415%,-27.76M,-13.327%,-0.002,44.737%,2020/12
Travel & Tourism,00308.HK,CHINA TRAVEL HK,1.280,1.97B,-56.000%,-781.60M,-39.742%,-390.79M,-19.870%,-0.071,N/A,2020/12
Travel & Tourism,00487.HK,SUCCESSUNIVERSE,0.157,363.83M,-68.000%,9.85M,2.706%,-141.94M,-39.012%,-0.029,N/A,2020/12
Travel & Tourism,00678.HK,GENTING HK,0.580,2.84B,-76.000%,-4.73B,-166.334%,-12.14B,-426.928%,-1.431,-926.782%,2020/12
Travel & Tourism,00780.HK,TONGCHENG-ELONG,18.980,7.07B,-14.000%,455.21M,6.438%,390.46M,5.522%,0.179,-51.519%,2020/12
Road and Railway,00737.HK,BAY AREA DEV,2.890,92.44M,"4,865.000%",1.03B,N/A,820.82M,N/A,0.266,20.030%,2020/12
Road and Railway,00995.HK,ANHUIEXPRESSWAY,5.010,3.24B,-37.000%,1.63B,50.359%,1.09B,33.751%,0.658,-10.353%,2020/12
Road and Railway,01052.HK,YUEXIUTRANSPORT,4.480,3.48B,3.000%,1.59B,45.806%,191.29M,5.497%,0.114,-84.956%,2020/12
Road and Railway,01576.HK,QILU EXPRESSWAY,2.120,2.01B,10.000%,985.44M,48.935%,739.90M,36.742%,0.369,10.213%,2020/12
Road and Railway,01785.HK,CHENGDU EXPWAY,2.150,2.40B,-6.000%,476.56M,19.849%,410.62M,17.103%,0.248,-25.051%,2020/12
Travel & Tourism,01235.HK,TRAVEL EXPERT,0.240,6.42M,-97.000%,-32.45M,-505.278%,-32.89M,-512.066%,-0.065,26.966%,2021/03
Travel & Tourism,01383.HK,SUNCITY GROUP,0.420,237.53M,-65.000%,-1.26B,-529.944%,846.01M,356.161%,0.127,N/A,2020/12
Travel & Tourism,01620.HK,CTEH,0.230,51.61M,-53.000%,-53.37M,-103.414%,-48.06M,-93.132%,-0.040,N/A,2020/12
Travel & Tourism,01701.HK,TU YI HLDG,0.241,36.79M,-85.000%,-66.23M,-180.019%,-53.98M,-146.723%,-0.054,N/A,2020/12
Travel & Tourism,01901.HK,FEIYANG GROUP,0.790,171.03M,-77.000%,-105.43M,-61.643%,-102.94M,-60.190%,-0.206,N/A,2020/12
Road and Railway,01823.HK,HUAYUEXPRESSWAY,1.500,505.96M,10.000%,152.03M,30.048%,70.30M,13.894%,0.170,39.444%,2020/12
Road and Railway,02169.HK,CANGGANGRAILWAY,1.260,434.64M,N/A,139.23M,32.316%,75.86M,17.608%,0.095,N/A,2020/12
Road and Railway,80737.HK,BAY AREA DEV-R,2.480,77.56M,"4,555.000%",864.79M,N/A,688.66M,N/A,0.224,12.538%,2020/12
Travel & Tourism,03399.HK,YUEYUN TRANS,1.410,6.66B,-10.000%,-278.01M,-4.176%,-273.18M,-4.103%,-0.346,N/A,2020/12
Travel & Tourism,06882.HK,EGL HOLDINGS,0.550,249.77M,-85.000%,-148.55M,-59.473%,-108.76M,-43.544%,-0.217,N/A,2020/12
Travel & Tourism,08063.HK,GLOBAL M HLDG,0.141,49.36M,-40.000%,-276.85M,-841.141%,-267.08M,-811.460%,-0.627,-389.844%,2020/12
Travel & Tourism,08069.HK,WWPKG HOLDINGS,0.395,2.56M,-98.000%,-15.04M,-586.427%,-16.47M,-642.512%,-0.041,36.420%,2021/03
Travel & Tourism,08095.HK,BEIDA JADE BIRD,0.485,558.30M,221.000%,114.35M,20.483%,76.48M,13.698%,0.056,-95.071%,2020/12
Retailers & Trade,00223.HK,ELIFE HLDGS,0.061,276.04M,403.000%,-27.20M,-9.855%,-26.40M,-9.565%,-0.009,65.385%,2021/03
Travel & Tourism,08668.HK,YING HAI GROUP,0.160,20.11M,-88.000%,-25.02M,-124.391%,-25.47M,-126.638%,-0.021,"-1,827.273%",2020/12
Travel & Tourism,09961.HK,TRIP.COM-S,278.200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Retailers & Trade,02322.HK,HK CHAOSHANG GP,1.020,337.85M,41.000%,-21.17M,-6.265%,-23.17M,-6.857%,-0.006,-9.804%,2021/03
Retailers & Trade,08310.HK,DAFENG PORT,0.166,2.04B,35.000%,-56.13M,-2.747%,563.63M,27.589%,0.438,N/A,2020/12
Restaurants & Fast Food Shops,00047.HK,HOP HING GROUP,0.051,1.90B,-19.000%,-54.44M,-2.872%,-97.62M,-5.150%,-0.010,N/A,2020/12
Restaurants & Fast Food Shops,00052.HK,FAIRWOOD HOLD,18.140,2.65B,-12.000%,175.22M,6.621%,153.62M,5.805%,1.186,152.158%,2021/03
Restaurants & Fast Food Shops,00156.HK,LIPPO CHINA RES,0.118,491.70M,-42.000%,-77.25M,-15.710%,-11.63M,-2.365%,-0.001,N/A,2020/12
Restaurants & Fast Food Shops,00226.HK,LIPPO,2.350,573.00M,-38.000%,-46.37M,-8.092%,-675.33M,-117.858%,-1.370,N/A,2020/12
Restaurants & Fast Food Shops,00341.HK,CAFE DE CORAL H,15.820,6.71B,-15.000%,473.58M,7.053%,359.13M,5.349%,0.620,376.923%,2021/03
Restaurants & Fast Food Shops,00520.HK,XIABUXIABU,7.830,6.71B,-1.000%,80.07M,1.231%,2.19M,0.034%,0.002,-99.329%,2020/12
Restaurants & Fast Food Shops,00538.HK,AJISEN (CHINA),1.770,2.17B,-24.000%,-45.24M,-2.085%,-92.81M,-4.277%,-0.083,N/A,2020/12
Restaurants & Fast Food Shops,00573.HK,TAO HEUNG HLDGS,1.010,2.39B,-38.000%,-78.02M,-3.266%,-57.96M,-2.426%,-0.057,N/A,2020/12
Restaurants & Fast Food Shops,00657.HK,G-VISION INT'L,0.085,37.17M,-44.000%,-6.32M,-17.010%,-8.76M,-23.565%,-0.005,62.185%,2021/03
Restaurants & Fast Food Shops,00703.HK,FUTURE BRIGHT,0.180,419.43M,-63.000%,-94.55M,-22.541%,-120.95M,-28.835%,-0.174,67.907%,2020/12
Restaurants & Fast Food Shops,01007.HK,LONGHUI INTL,0.115,219.76M,-53.000%,-74.38M,-33.845%,-82.31M,-37.455%,-0.249,41.299%,2020/12
Publishing,00018.HK,ORIENTAL PRESS,0.780,792.97M,-8.000%,235.95M,33.725%,211.24M,30.193%,0.088,N/A,2021/03
Restaurants & Fast Food Shops,01181.HK,TANG PALACE,0.890,1.37B,-20.000%,22.08M,1.676%,5.22M,0.396%,0.005,-94.867%,2020/12
Restaurants & Fast Food Shops,01314.HK,TSUI WAH HLDG,0.325,1.07B,-23.000%,-117.78M,-12.315%,-124.11M,-12.977%,-0.090,60.904%,2021/03
Restaurants & Fast Food Shops,01443.HK,FULUM GP HLDG,0.237,1.34B,-28.000%,-168.02M,-14.328%,-168.31M,-14.352%,-0.130,73.593%,2021/03
Restaurants & Fast Food Shops,01483.HK,U BANQUET GP,1.250,255.44M,11.000%,54.89M,21.488%,95.60M,37.425%,0.140,N/A,2020/12
Restaurants & Fast Food Shops,01488.HK,BEST FOOD HLDG,0.720,775.56M,-30.000%,-117.33M,-15.129%,-167.98M,-21.660%,-0.106,-21.953%,2020/12
Publishing,00072.HK,MODERN MEDIA,0.192,373.22M,-25.000%,-74.44M,-19.945%,-93.29M,-24.995%,-0.216,"-3,068.259%",2020/12
Publishing,00282.HK,NEXT DIGITAL,0.290,1.16B,-11.000%,-414.18M,-35.758%,-415.27M,-35.852%,-0.158,-20.611%,2020/03
Publishing,00343.HK,CULTURECOM HOLD,0.680,206.61M,34.000%,-71.02M,-34.374%,-57.19M,-27.681%,-0.041,2.381%,2021/03
Publishing,00423.HK,HKET HOLDINGS,1.240,999.94M,-11.000%,25.78M,2.578%,30.92M,3.092%,0.072,192.245%,2021/03
Publishing,00426.HK,ONE MEDIA GROUP,0.218,45.94M,-34.000%,-16.96M,-36.922%,-17.26M,-37.557%,-0.043,35.821%,2021/03
Restaurants & Fast Food Shops,01632.HK,MSCTECH,0.710,1.59B,57.000%,15.93M,1.005%,25.55M,1.611%,0.030,N/A,2021/03
Restaurants & Fast Food Shops,01703.HK,PALACE BANQUET,0.720,279.71M,-57.000%,-123.95M,-55.316%,-124.27M,-55.457%,-0.116,-3.571%,2021/03
Restaurants & Fast Food Shops,01843.HK,SNACK EMPIRE,0.415,123.87M,-6.000%,10.43M,8.424%,5.99M,4.839%,0.006,-78.778%,2021/03
Restaurants & Fast Food Shops,01869.HK,LI BAO GE GP,0.365,258.13M,-27.000%,-30.16M,-12.758%,-39.82M,-16.843%,-0.040,45.405%,2020/12
Restaurants & Fast Food Shops,01978.HK,LH GROUP,0.990,897.86M,-11.000%,160.20M,19.954%,140.33M,17.479%,0.175,N/A,2020/12
Publishing,00685.HK,MEDIA CHINESE,0.320,899.40M,-51.000%,-6.76M,-0.752%,-10.13M,-1.126%,-0.006,N/A,2021/03
Publishing,00811.HK,XINHUA WINSHARE,5.440,10.74B,8.000%,1.56B,14.532%,1.51B,14.018%,1.216,18.251%,2020/12
Publishing,01105.HK,SING TAO,0.930,825.75M,-34.000%,0.00,N/A,-80.91M,-9.798%,-0.092,-252.490%,2020/12
Publishing,02230.HK,MEDIALINK GROUP,0.250,335.18M,6.000%,39.95M,11.918%,38.57M,11.506%,0.020,5.263%,2021/03
Publishing,02383.HK,TOM GROUP,0.550,867.97M,-5.000%,-53.03M,-6.110%,-1.06B,-122.577%,-0.269,-439.759%,2020/12
Restaurants & Fast Food Shops,02108.HK,K2 F&B,0.242,204.52M,-15.000%,14.46M,7.069%,12.83M,6.275%,0.016,-59.165%,2020/12
Restaurants & Fast Food Shops,03666.HK,TANSH,0.073,768.04M,-44.000%,-339.45M,-44.196%,-379.92M,-49.466%,-0.179,-113.315%,2020/12
Restaurants & Fast Food Shops,06811.HK,TAI HING GROUP,2.140,2.80B,-13.000%,169.12M,6.044%,118.96M,4.252%,0.119,37.457%,2020/12
Restaurants & Fast Food Shops,06862.HK,HAIDILAO,40.450,34.54B,15.000%,758.09M,2.223%,368.62M,1.081%,0.072,-85.456%,2020/12
Restaurants & Fast Food Shops,08056.HK,LIFE CONCEPTS,0.092,452.15M,-23.000%,-131.36M,-29.053%,-130.86M,-28.941%,-0.160,-433.333%,2020/03
Publishing,08006.HK,SINO SPLENDID,0.077,41.15M,-61.000%,-29.07M,-70.632%,-23.60M,-57.344%,-0.056,-708.696%,2020/12
Restaurants & Fast Food Shops,08096.HK,TASTY CONCEPTS,0.115,51.87M,-36.000%,-12.73M,-24.545%,-13.38M,-25.802%,-0.027,76.262%,2021/03
Restaurants & Fast Food Shops,08213.HK,STARGLORY HLDGS,0.044,187.88M,N/A,8.63M,4.594%,2.52M,1.342%,0.001,N/A,2021/03
Restaurants & Fast Food Shops,08232.HK,CLASSIFIED GP,0.060,84.34M,-22.000%,-15.56M,-20.852%,-16.39M,-21.965%,-0.037,4.663%,2020/12
Restaurants & Fast Food Shops,08272.HK,C FOOD&BEV GP,0.085,18.13M,-21.000%,-11.87M,-65.483%,-10.89M,-60.040%,-0.137,N/A,2019/12
Public Transport,00062.HK,TRANSPORT INT'L,15.160,7.44B,-12.000%,246.98M,3.989%,1.90B,30.757%,4.210,205.072%,2020/12
Public Transport,00066.HK,MTR CORPORATION,43.300,42.54B,-21.000%,6.67B,15.688%,-4.81B,-11.304%,-0.780,N/A,2020/12
Public Transport,00077.HK,AMS TRANSPORT,0.710,303.37M,-16.000%,50.26M,16.568%,21.82M,7.193%,0.080,N/A,2021/03
Public Transport,00254.HK,NUR HOLDINGS,0.142,134.53M,37.000%,67.20M,49.954%,36.73M,27.300%,0.006,-40.625%,2020/12
Public Transport,00306.HK,KWOON CHUNG BUS,2.400,1.08B,-55.000%,-61.47M,-5.671%,-46.89M,-4.326%,-0.098,N/A,2021/03
Public Transport,00525.HK,GUANGSHEN RAIL,1.520,19.49B,-17.000%,-777.43M,-3.990%,-664.93M,-3.412%,-0.095,N/A,2020/12
Public Transport,00699.HK,CAR INC,3.980,7.30B,-15.000%,-4.87B,-66.744%,-4.96B,-67.976%,-2.340,N/A,2020/12
Other Support Services,00032.HK,CROSS-HAR(HOLD),12.860,829.12M,19.000%,373.12M,49.061%,725.24M,95.361%,1.950,N/A,2020/12
Other Support Services,00079.HK,CENTURY LEGEND,0.165,35.35M,13.000%,-23.35M,-66.049%,-24.06M,-68.075%,-0.074,-11.312%,2020/12
Other Support Services,00145.HK,CCIAM FUTURE EN,0.150,7.99M,-80.000%,-67.53M,-845.711%,-67.42M,-844.358%,-0.173,59.147%,2020/12
Other Support Services,00309.HK,XH NEWS MEDIA,0.080,297.82M,-14.000%,20.45M,8.239%,20.94M,8.437%,0.012,N/A,2021/03
Other Support Services,00382.HK,EDVANTAGE GROUP,7.500,904.74M,17.000%,348.25M,38.492%,329.61M,36.432%,0.324,6.955%,2020/08
Other Support Services,00667.HK,CHINA EAST EDU,11.420,4.35B,N/A,528.90M,12.161%,307.05M,7.060%,0.140,-70.581%,2020/12
Other Support Services,00752.HK,PICO FAR EAST,1.380,3.44B,-31.000%,94.85M,2.759%,50.54M,1.470%,0.041,-80.347%,2020/10
Other Support Services,00839.HK,CHINA EDU GROUP,17.160,3.03B,41.000%,825.01M,27.243%,716.02M,23.644%,0.354,10.165%,2020/08
Other Support Services,01082.HK,HK EDU INTL,1.690,24.59M,-77.000%,-107.26M,-159.511%,-107.19M,-159.413%,-0.200,-42.857%,2020/06
Other Support Services,01317.HK,MAPLELEAF EDU,1.860,1.73B,N/A,591.25M,34.205%,571.37M,33.055%,0.192,-20.852%,2020/08
Other Support Services,01328.HK,GOLDSTREAM INV,0.096,393.89M,21.000%,6.35M,1.660%,17.25M,4.508%,0.002,N/A,2020/12
Other Support Services,01360.HK,NOVA GROUP,0.118,551.11M,-4.000%,248.21M,45.038%,137.10M,24.876%,0.093,27.397%,2020/06
Other Support Services,01397.HK,BAGUIO GREEN,0.370,1.13B,-19.000%,58.22M,5.144%,51.38M,4.539%,0.124,N/A,2020/12
Other Support Services,01449.HK,LEADER EDU,0.720,176.52M,N/A,49.57M,28.082%,47.90M,27.136%,0.094,N/A,2020/08
Other Support Services,01463.HK,C-LINK SQ,3.650,148.06M,N/A,1.36M,0.918%,-9.77M,-6.602%,-0.013,N/A,2020/12
Other Support Services,01525.HK,GENCH EDU,6.020,661.38M,18.000%,235.26M,35.571%,230.10M,34.791%,0.560,19.355%,2020/12
Other Support Services,01565.HK,VIRSCEND EDU,1.020,2.20B,31.000%,276.76M,12.586%,268.74M,12.222%,0.083,-42.569%,2020/12
Other Support Services,01569.HK,MINSHENG EDU,1.350,1.32B,17.000%,171.30M,12.980%,156.70M,11.874%,0.038,-60.097%,2020/12
Other Support Services,01586.HK,CHINA LEON,2.300,684.14M,54.000%,110.05M,16.085%,59.91M,8.757%,0.136,122.321%,2020/12
Other Support Services,01593.HK,CHEN LIN EDU,2.540,343.30M,22.000%,119.98M,34.948%,92.32M,26.893%,0.095,-28.895%,2020/12
Other Support Services,01598.HK,21CENTURY EDU,0.610,302.51M,15.000%,96.03M,31.745%,92.00M,30.411%,0.078,2.410%,2020/12
Other Support Services,01650.HK,HYGIEIA GROUP,0.078,425.79M,N/A,63.08M,14.815%,59.17M,13.897%,0.035,N/A,2020/12
Other Support Services,01752.HK,TOP EDUCATION,0.199,161.65M,13.000%,33.70M,20.844%,23.13M,14.307%,0.009,6.129%,2020/06
Other Support Services,01756.HK,HUALI UNIV GP,2.380,861.08M,N/A,400.64M,46.527%,346.78M,40.273%,0.305,N/A,2020/08
Other Support Services,01758.HK,BOJUN EDU,0.720,427.29M,15.000%,32.91M,7.702%,9.76M,2.284%,0.011,-65.373%,2020/08
Other Support Services,01765.HK,HOPE EDU,1.820,986.14M,-33.000%,187.43M,19.006%,134.82M,13.671%,0.020,N/A,2020/08
Other Support Services,01769.HK,SCHOLAR EDU,3.350,892.84M,12.000%,102.78M,11.511%,58.33M,6.533%,0.105,-50.700%,2020/12
Other Support Services,01773.HK,TIANLI EDU,2.860,1.55B,50.000%,453.84M,29.342%,451.48M,29.190%,0.221,52.980%,2020/12
Other Support Services,01775.HK,BEXCELLENT GP,0.520,300.79M,-20.000%,-19.37M,-6.750%,-19.23M,-6.700%,-0.039,N/A,2020/07
Other Support Services,01797.HK,KOOLEARN,9.280,1.17B,12.000%,-775.17M,-66.043%,-805.97M,-68.667%,-0.858,"-1,162.837%",2020/05
Multi-media Enterprise,01716.HK,MOST KWAI CHUNG,1.120,59.11M,-23.000%,6.34M,10.719%,9.34M,15.807%,0.035,-29.817%,2021/03
Movies & Entertainment,00326.HK,CHINA STAR ENT,1.240,5.03M,-28.000%,-110.23M,"-2,193.136%",-110.43M,"-2,197.175%",-0.042,65.900%,2020/12
Movies & Entertainment,00391.HK,MEI AH ENTER,0.098,95.59M,-37.000%,-56.31M,-58.913%,-58.25M,-60.938%,-0.010,40.244%,2021/03
Movies & Entertainment,00419.HK,HUAYI TENCENT,0.350,111.06M,11.000%,-32.91M,-55.086%,-56.57M,-50.942%,-0.004,-100.000%,2020/12
Movies & Entertainment,00491.HK,EMPEROR CULTURE,0.084,126.25M,-13.000%,-354.20M,-280.567%,-342.18M,-271.045%,-0.110,-175.000%,2020/06
Movies & Entertainment,00547.HK,DIGITAL DOMAIN,0.059,601.30M,-3.000%,-285.44M,-47.470%,-598.53M,-99.539%,-0.016,-40.087%,2020/12
Movies & Entertainment,00571.HK,ESUN HOLDINGS,0.760,929.16M,-35.000%,-840.73M,-90.483%,-8.59B,-924.000%,-5.755,"-10,967.308%",2020/07
Movies & Entertainment,00800.HK,A8 NEW MEDIA,0.205,108.88M,-10.000%,40.92M,37.581%,60.43M,55.506%,0.022,N/A,2020/12
Movies & Entertainment,00953.HK,SHAW BROTHERS,0.143,136.32M,-59.000%,-1.10M,-0.804%,2.70M,1.979%,0.002,-86.456%,2020/12
Movies & Entertainment,01003.HK,HUANXI MEDIA,1.740,633.18M,-22.000%,-235.07M,-37.125%,-236.39M,-37.334%,-0.070,N/A,2020/12
Movies & Entertainment,01046.HK,UNIVERSE ENT,0.410,226.77M,267.000%,-21.60M,-9.527%,-27.06M,-11.934%,-0.030,77.687%,2020/06
Movies & Entertainment,01060.HK,ALI PICTURES,1.060,3.39B,7.000%,-127.35M,-3.761%,-114.06M,-3.369%,-0.004,91.022%,2021/03
Movies & Entertainment,01132.HK,ORANGE SKY G H,0.139,322.65M,-69.000%,-186.63M,-57.842%,-288.17M,-89.315%,-0.103,-723.200%,2020/12
Movies & Entertainment,01159.HK,STARLIGHT CUL,1.650,47.76M,-85.000%,-74.43M,-155.828%,-162.28M,-339.765%,-0.197,N/A,2020/12
Movies & Entertainment,01326.HK,TRANSMIT ENT,0.142,465.53M,-30.000%,-127.41M,-27.368%,-126.60M,-27.194%,-0.049,-256.204%,2020/06
Movies & Entertainment,01566.HK,CA CULTURAL,3.000,391.81M,-38.000%,-58.68M,-14.975%,105.22M,26.855%,0.110,83.333%,2020/03
Movies & Entertainment,01616.HK,STARRISE MEDIA,0.150,112.18M,-64.000%,-290.41M,-258.877%,-335.23M,-298.829%,-0.237,N/A,2020/12
Movies & Entertainment,01740.HK,VALUES CULTURAL,0.153,104.40M,-56.000%,3.58M,3.430%,1.46M,1.400%,0.001,-96.133%,2020/12
Movies & Entertainment,01859.HK,BRIGHT CULTURE,1.000,531.45M,N/A,218.69M,41.150%,165.24M,31.093%,0.145,N/A,2019/12
Movies & Entertainment,01896.HK,MAOYAN ENT,12.060,1.63B,-65.000%,-720.08M,-44.237%,-770.29M,-47.322%,-0.679,N/A,2020/12
Movies & Entertainment,01970.HK,IMAX CHINA,11.660,405.72M,-58.000%,-76.18M,-18.777%,-207.31M,-51.096%,-0.620,N/A,2020/12
Movies & Entertainment,01981.HK,CATHAY EDU,5.140,941.29M,N/A,438.97M,46.634%,377.17M,40.069%,0.262,N/A,2020/12
Leisure & Recreation,00361.HK,SINO GOLF HOLD,0.250,221.06M,-18.000%,-19.37M,-8.761%,-19.54M,-8.840%,-0.004,13.636%,2020/12
Movies & Entertainment,02125.HK,STRAWBEAR ENT,6.310,1.14B,N/A,150.27M,13.238%,21.97M,1.935%,0.055,N/A,2020/12
Movies & Entertainment,02309.HK,BIRMINGHAM SPTS,0.177,231.53M,10.000%,-218.34M,-94.305%,-260.48M,-112.506%,-0.015,44.737%,2020/06
Movies & Entertainment,02366.HK,SMI CULTURE,0.059,46.09M,-29.000%,-214.21M,-464.811%,-215.78M,-468.211%,-0.164,56.602%,2019/12
Movies & Entertainment,03636.HK,POLY CULTURE,4.400,2.77B,-35.000%,-222.59M,-8.037%,-422.52M,-15.255%,-1.716,N/A,2020/12
Movies & Entertainment,08075.HK,MEDIA ASIA,1.650,364.77M,-36.000%,-169.63M,-46.502%,-178.17M,-48.844%,-0.834,-21.221%,2020/07
Leisure & Recreation,01661.HK,WISDOM SPORTS,0.219,10.66M,-94.000%,-47.65M,-447.104%,-52.43M,-491.892%,-0.036,88.966%,2020/12
Leisure & Recreation,01803.HK,BJ SPORTS & ENT,0.218,120.88M,-31.000%,-21.29M,-17.616%,-11.86M,-9.813%,-0.009,81.633%,2020/12
Leisure & Recreation,02255.HK,HAICHANG HLDG,0.530,1.39B,-55.000%,-1.78B,-127.982%,-1.73B,-124.260%,-0.433,N/A,2020/12
Leisure & Recreation,03358.HK,BESTWAY GLOBAL,4.090,7.69B,5.000%,549.61M,7.147%,365.18M,4.749%,0.345,4.990%,2020/12
Leisure & Recreation,06858.HK,HONMAGOLF,4.990,1.60B,-6.000%,169.91M,10.646%,130.50M,8.177%,0.216,N/A,2021/03
Marine & Harbour Services,00137.HK,JINHUI HOLDINGS,1.300,421.56M,-24.000%,-108.69M,-29.574%,-85.84M,-23.356%,-0.162,"-2,214.286%",2020/12
