category,stockNo,stockName,lastPrice,change,changePercent,volumn,turnover,PE,PB,earningYield,marketCap
Warehousing & Logistic Services ,08482.HK,WAN LEADER,0.300,-0.020,-6.250%,3.46M,990.10K,51.72,4.81,0.00%,252.00M
Warehousing & Logistic Services ,08489.HK,GP LOGISTICS,0.510,+0.010,+2.000%,595.00K,324.55K,4.95,1.12,0.00%,153.00M
Warehousing & Logistic Services ,08620.HK,AE LOGISTICS,0.150,0.000,0.000%,220.00K,32.70K,No Profit,0.99,0.00%,72.00M
TV & Broadcasting,01097.HK,I-CABLE COMM,0.091,-0.002,-2.151%,1.75M,161.41K,No Profit,1.78,0.00%,649.25M
TV & Broadcasting,02008.HK,PHOENIX TV,0.690,-0.010,-1.429%,1.01M,706.50K,No Profit,0.78,0.00%,3.45B
TV & Broadcasting,08153.HK,FARNOVA GROUP,0.083,+0.004,+5.063%,13.89M,1.12M,No Profit,N/A,0.00%,592.74M
TV & Broadcasting,08280.HK,CDV HOLDINGS,0.108,-0.003,-2.703%,0.00,0.00,No Profit,0.17,0.00%,68.08M
Travel & Tourism,00234.HK,NEW CENTURY GP,0.064,-0.001,-1.538%,3.44M,220.14K,No Profit,0.23,0.00%,369.94M
Travel & Tourism,00265.HK,ORIENT VICTORY,0.072,-0.004,-5.263%,200.00K,13.62K,No Profit,2.83,0.00%,930.39M
Travel & Tourism,00308.HK,CHINA TRAVEL HK,1.280,-0.010,-0.775%,4.70M,6.04M,No Profit,0.44,0.00%,7.09B
Travel & Tourism,00487.HK,SUCCESSUNIVERSE,0.157,0.000,0.000%,0.00,0.00,No Profit,0.77,0.00%,773.46M
Travel & Tourism,00678.HK,GENTING HK,0.580,-0.010,-1.695%,6.13M,3.64M,No Profit,0.22,0.00%,4.92B
Travel & Tourism,00780.HK,TONGCHENG-ELONG,18.980,-0.460,-2.366%,6.47M,121.71M,106.16,2.48,0.00%,41.76B
Travel & Tourism,01235.HK,TRAVEL EXPERT,0.240,0.000,0.000%,0.00,0.00,No Profit,1.56,0.00%,122.37M
Travel & Tourism,01383.HK,SUNCITY GROUP,0.420,+0.030,+7.692%,27.88M,11.59M,3.31,N/A,0.00%,2.80B
Travel & Tourism,01620.HK,CTEH,0.230,+0.003,+1.322%,4.14M,944.33K,No Profit,2.42,0.00%,276.00M
Travel & Tourism,01701.HK,TU YI HLDG,0.241,+0.015,+6.637%,96.00K,21.26K,No Profit,1.02,0.00%,241.00M
Travel & Tourism,01901.HK,FEIYANG GROUP,0.790,-0.010,-1.250%,406.00K,321.52K,No Profit,3.12,0.00%,395.00M
Road and Railway,00107.HK,SICHUAN EXPRESS,1.780,+0.010,+0.565%,520.00K,921.12K,6.76,0.29,5.36%,1.59B
Travel & Tourism,03399.HK,YUEYUN TRANS,1.410,-0.070,-4.730%,17.00K,24.88K,No Profit,0.46,0.00%,291.87M
Travel & Tourism,06882.HK,EGL HOLDINGS,0.550,0.000,0.000%,156.00K,85.80K,No Profit,1.09,0.00%,276.35M
Travel & Tourism,08063.HK,GLOBAL M HLDG,0.141,0.000,0.000%,830.00K,116.21K,No Profit,0.17,0.00%,72.02M
Travel & Tourism,08069.HK,WWPKG HOLDINGS,0.395,+0.005,+1.282%,95.00K,36.13K,No Profit,6.45,0.00%,158.00M
Travel & Tourism,08095.HK,BEIDA JADE BIRD,0.485,-0.035,-6.731%,153.00K,74.28K,8.66,0.19,0.00%,395.02M
Road and Railway,00152.HK,SHENZHEN INT'L,10.840,+0.100,+0.931%,3.08M,33.35M,5.89,0.69,8.86%,24.57B
Road and Railway,00177.HK,JIANGSU EXPRESS,8.650,-0.140,-1.593%,3.49M,30.32M,14.84,1.30,6.34%,10.57B
Road and Railway,00269.HK,CRTG,0.019,+0.001,+5.556%,13.27M,240.06K,No Profit,N/A,0.00%,169.53M
Road and Railway,00548.HK,SHENZHENEXPRESS,7.470,-0.030,-0.400%,2.00M,14.84M,6.67,0.59,6.86%,5.58B
Road and Railway,00576.HK,ZHEJIANGEXPRESS,6.850,-0.060,-0.868%,6.87M,47.21M,8.33,1.04,6.18%,9.82B
Road and Railway,00737.HK,BAY AREA DEV,2.890,-0.060,-2.034%,163.50K,476.66K,10.85,1.50,7.88%,8.91B
Travel & Tourism,08668.HK,YING HAI GROUP,0.160,0.000,0.000%,0.00,0.00,No Profit,2.63,0.00%,192.00M
Travel & Tourism,09961.HK,TRIP.COM-S,278.200,+2.200,+0.797%,369.51K,102.25M,N/A,N/A,0.00%,176.02B
Road and Railway,00995.HK,ANHUIEXPRESSWAY,5.010,-0.040,-0.792%,534.00K,2.68M,7.61,0.62,5.47%,2.47B
Road and Railway,01052.HK,YUEXIUTRANSPORT,4.480,-0.020,-0.444%,1.58M,7.07M,39.19,0.60,1.56%,7.50B
Road and Railway,01576.HK,QILU EXPRESSWAY,2.120,-0.020,-0.935%,137.00K,292.59K,5.74,1.23,10.12%,2.33B
Road and Railway,01785.HK,CHENGDU EXPWAY,2.150,-0.030,-1.376%,5.00K,10.81K,8.67,0.91,6.71%,980.62M
Road and Railway,01823.HK,HUAYUEXPRESSWAY,1.500,-0.040,-2.597%,1.77M,2.51M,8.80,1.25,0.00%,618.91M
Retailers & Trade,00223.HK,ELIFE HLDGS,0.061,+0.001,+1.667%,402.50K,25.05K,No Profit,1.39,0.00%,193.96M
Road and Railway,02169.HK,CANGGANGRAILWAY,1.260,0.000,0.000%,1.65M,2.08M,13.21,1.43,0.00%,1.26B
Road and Railway,80737.HK,BAY AREA DEV-R,2.480,0.000,0.000%,0.00,0.00,11.10,1.54,7.70%,7.64B
Retailers & Trade,02322.HK,HK CHAOSHANG GP,1.020,-0.010,-0.971%,4.66M,4.76M,No Profit,4.49,0.00%,4.20B
Retailers & Trade,08310.HK,DAFENG PORT,0.166,-0.001,-0.599%,260.00K,43.28K,0.38,N/A,0.00%,213.81M
Restaurants & Fast Food Shops,00047.HK,HOP HING GROUP,0.051,-0.001,-1.923%,3.84M,198.19K,No Profit,1.04,0.00%,513.59M
Restaurants & Fast Food Shops,00052.HK,FAIRWOOD HOLD,18.140,+0.120,+0.666%,206.00K,3.74M,15.30,3.02,4.96%,2.35B
Restaurants & Fast Food Shops,00156.HK,LIPPO CHINA RES,0.118,-0.008,-6.349%,560.00K,67.02K,No Profit,0.35,4.66%,1.08B
Restaurants & Fast Food Shops,00226.HK,LIPPO,2.350,0.000,0.000%,52.62K,125.19K,No Profit,0.12,2.98%,1.16B
Restaurants & Fast Food Shops,00341.HK,CAFE DE CORAL H,15.820,-0.140,-0.877%,2.94M,46.72M,25.52,3.06,2.40%,9.27B
Restaurants & Fast Food Shops,00520.HK,XIABUXIABU,7.830,-0.310,-3.808%,11.01M,85.68M,"3,864.32",3.07,0.85%,8.50B
Restaurants & Fast Food Shops,00538.HK,AJISEN (CHINA),1.770,-0.010,-0.562%,13.79M,24.60M,No Profit,0.51,6.73%,1.93B
Restaurants & Fast Food Shops,00573.HK,TAO HEUNG HLDGS,1.010,-0.010,-0.980%,70.00K,71.19K,No Profit,0.65,2.97%,1.03B
Restaurants & Fast Food Shops,00657.HK,G-VISION INT'L,0.085,0.000,0.000%,0.00,0.00,No Profit,3.41,0.00%,165.44M
Restaurants & Fast Food Shops,00703.HK,FUTURE BRIGHT,0.180,-0.006,-3.226%,0.00,0.00,No Profit,0.24,0.00%,124.97M
Restaurants & Fast Food Shops,01007.HK,LONGHUI INTL,0.115,-0.004,-3.361%,240.00K,27.58K,No Profit,N/A,0.00%,73.30M
Publishing,00018.HK,ORIENTAL PRESS,0.780,0.000,0.000%,688.00K,532.00K,8.85,0.97,11.54%,1.87B
Restaurants & Fast Food Shops,01181.HK,TANG PALACE,0.890,0.000,0.000%,0.00,0.00,182.12,1.93,5.62%,957.66M
Restaurants & Fast Food Shops,01314.HK,TSUI WAH HLDG,0.325,0.000,0.000%,374.00K,119.80K,No Profit,0.74,0.00%,458.65M
Restaurants & Fast Food Shops,01443.HK,FULUM GP HLDG,0.237,+0.002,+0.851%,288.00K,68.00K,No Profit,2.53,0.00%,308.10M
Restaurants & Fast Food Shops,01483.HK,U BANQUET GP,1.250,-0.110,-8.088%,100.00K,135.14K,8.93,2.33,0.00%,993.75M
Restaurants & Fast Food Shops,01488.HK,BEST FOOD HLDG,0.720,+0.040,+5.882%,180.00K,127.30K,No Profit,1.03,0.00%,1.14B
Publishing,00072.HK,MODERN MEDIA,0.192,0.000,0.000%,0.00,0.00,No Profit,0.23,0.00%,84.16M
Publishing,00282.HK,NEXT DIGITAL,0.290,0.000,0.000%,0.00,0.00,No Profit,1.19,0.00%,764.50M
Publishing,00343.HK,CULTURECOM HOLD,0.680,0.000,0.000%,3.35M,2.30M,No Profit,5.72,0.00%,1.13B
Publishing,00423.HK,HKET HOLDINGS,1.240,0.000,0.000%,0.00,0.00,17.32,0.60,6.45%,535.18M
Publishing,00426.HK,ONE MEDIA GROUP,0.218,+0.004,+1.869%,154.00K,33.06K,No Profit,6.70,0.00%,87.40M
Restaurants & Fast Food Shops,01632.HK,MSCTECH,0.710,+0.020,+2.899%,4.00K,2.92K,23.75,3.73,0.00%,609.83M
Restaurants & Fast Food Shops,01703.HK,PALACE BANQUET,0.720,-0.010,-1.370%,520.00K,368.55K,No Profit,15.21,0.00%,828.00M
Restaurants & Fast Food Shops,01843.HK,SNACK EMPIRE,0.415,-0.010,-2.353%,1.97M,806.28K,71.87,2.21,0.00%,332.00M
Restaurants & Fast Food Shops,01869.HK,LI BAO GE GP,0.365,-0.005,-1.351%,120.00K,44.15K,No Profit,6.52,0.00%,365.00M
Restaurants & Fast Food Shops,01978.HK,LH GROUP,0.990,+0.010,+1.020%,710.00K,699.18K,5.64,1.91,13.29%,792.00M
Publishing,00685.HK,MEDIA CHINESE,0.320,0.000,0.000%,15.00K,4.80K,No Profit,0.43,2.43%,539.92M
Publishing,00811.HK,XINHUA WINSHARE,5.440,-0.120,-2.158%,1.35M,7.36M,4.48,0.56,6.79%,2.40B
Publishing,01105.HK,SING TAO,0.930,+0.010,+1.087%,792.00K,732.98K,No Profit,0.41,2.15%,818.91M
Publishing,02230.HK,MEDIALINK GROUP,0.250,-0.005,-1.961%,1.50M,368.66K,12.50,0.97,1.92%,498.00M
Publishing,02383.HK,TOM GROUP,0.550,+0.010,+1.852%,362.00K,196.96K,No Profit,N/A,0.00%,2.18B
Restaurants & Fast Food Shops,02108.HK,K2 F&B,0.242,-0.018,-6.923%,32.00K,7.74K,15.30,0.49,0.00%,193.60M
Restaurants & Fast Food Shops,03666.HK,TANSH,0.073,0.000,0.000%,0.00,0.00,No Profit,1.18,0.00%,161.55M
Restaurants & Fast Food Shops,06811.HK,TAI HING GROUP,2.140,-0.050,-2.283%,888.00K,1.90M,18.00,1.99,3.61%,2.14B
Restaurants & Fast Food Shops,06862.HK,HAIDILAO,40.450,-0.450,-1.100%,13.58M,549.08M,565.62,17.58,0.05%,214.39B
Restaurants & Fast Food Shops,08056.HK,LIFE CONCEPTS,0.092,0.000,0.000%,0.00,0.00,No Profit,N/A,0.00%,74.54M
Publishing,08006.HK,SINO SPLENDID,0.077,-0.001,-1.282%,670.00K,50.38K,No Profit,0.23,0.00%,35.65M
Restaurants & Fast Food Shops,08096.HK,TASTY CONCEPTS,0.115,+0.001,+0.877%,14.26M,1.64M,No Profit,2.69,0.00%,57.50M
Restaurants & Fast Food Shops,08213.HK,STARGLORY HLDGS,0.044,+0.001,+2.326%,210.00K,8.98K,73.33,N/A,0.00%,183.31M
Restaurants & Fast Food Shops,08232.HK,CLASSIFIED GP,0.060,-0.002,-3.226%,120.00K,7.27K,No Profit,0.47,0.00%,26.76M
Restaurants & Fast Food Shops,08272.HK,C FOOD&BEV GP,0.085,0.000,0.000%,0.00,0.00,No Profit,N/A,0.00%,6.74M
Public Transport,00062.HK,TRANSPORT INT'L,15.160,-0.020,-0.132%,94.40K,1.43M,3.60,0.53,3.30%,6.94B
Public Transport,00066.HK,MTR CORPORATION,43.300,+0.050,+0.116%,3.29M,142.26M,No Profit,1.51,2.84%,267.74B
Public Transport,00077.HK,AMS TRANSPORT,0.710,+0.010,+1.429%,152.00K,108.02K,8.84,2.32,9.86%,193.06M
Public Transport,00254.HK,NUR HOLDINGS,0.142,0.000,0.000%,0.00,0.00,24.91,N/A,0.00%,910.47M
Public Transport,00306.HK,KWOON CHUNG BUS,2.400,0.000,0.000%,22.00K,52.80K,No Profit,0.53,0.00%,1.14B
Public Transport,00525.HK,GUANGSHEN RAIL,1.520,+0.010,+0.662%,2.14M,3.23M,No Profit,0.32,0.00%,2.18B
Public Transport,00699.HK,CAR INC,3.980,0.000,0.000%,0.00,0.00,No Profit,1.77,0.00%,8.46B
Other Support Services,00032.HK,CROSS-HAR(HOLD),12.860,+0.040,+0.312%,17.00K,218.42K,6.60,0.53,3.27%,4.79B
Other Support Services,00079.HK,CENTURY LEGEND,0.165,0.000,0.000%,0.00,0.00,No Profit,0.17,0.00%,53.80M
Other Support Services,00145.HK,CCIAM FUTURE EN,0.150,-0.014,-8.537%,309.04K,45.35K,No Profit,0.70,0.00%,78.50M
Other Support Services,00309.HK,XH NEWS MEDIA,0.080,0.000,0.000%,220.00K,17.55K,6.67,1.07,0.00%,144.39M
Other Support Services,00382.HK,EDVANTAGE GROUP,7.500,-0.280,-3.599%,1.08M,8.10M,23.14,3.68,1.31%,8.04B
Other Support Services,00667.HK,CHINA EAST EDU,11.420,-0.780,-6.393%,14.01M,156.71M,81.54,3.48,2.36%,25.15B
Other Support Services,00752.HK,PICO FAR EAST,1.380,+0.020,+1.471%,4.30M,5.94M,33.82,0.87,1.81%,1.71B
Other Support Services,00839.HK,CHINA EDU GROUP,17.160,-0.160,-0.924%,6.81M,115.53M,48.51,3.81,1.59%,39.00B
Other Support Services,01082.HK,HK EDU INTL,1.690,-0.010,-0.588%,766.00K,1.30M,No Profit,8.58,0.00%,1.01B
Other Support Services,01317.HK,MAPLELEAF EDU,1.860,-0.240,-11.429%,49.15M,93.28M,9.67,1.09,0.00%,5.57B
Other Support Services,01328.HK,GOLDSTREAM INV,0.096,0.000,0.000%,2.36M,202.53K,64.00,1.31,0.00%,1.09B
Multi-media Enterprise,01716.HK,MOST KWAI CHUNG,1.120,-0.020,-1.754%,438.00K,491.02K,32.37,3.20,3.04%,302.40M
Other Support Services,01360.HK,NOVA GROUP,0.118,-0.006,-4.839%,3.13M,384.27K,1.27,0.26,0.00%,219.00M
Other Support Services,01397.HK,BAGUIO GREEN,0.370,0.000,0.000%,148.00K,54.76K,2.99,0.53,9.73%,153.55M
Other Support Services,01449.HK,LEADER EDU,0.720,0.000,0.000%,70.00K,49.97K,7.69,0.53,0.00%,480.00M
Other Support Services,01463.HK,C-LINK SQ,3.650,-0.070,-1.882%,164.00K,604.76K,No Profit,18.70,0.00%,2.92B
Other Support Services,01525.HK,GENCH EDU,6.020,-0.010,-0.166%,650.50K,3.91M,10.75,1.19,2.99%,2.50B
Other Support Services,01565.HK,VIRSCEND EDU,1.020,-0.070,-6.422%,718.00K,746.24K,12.23,0.97,6.37%,3.15B
Other Support Services,01569.HK,MINSHENG EDU,1.350,0.000,0.000%,1.12M,1.50M,35.62,1.18,0.80%,5.69B
Other Support Services,01586.HK,CHINA LEON,2.300,+0.050,+2.222%,604.00K,1.36M,16.86,3.38,1.77%,1.01B
Other Support Services,01593.HK,CHEN LIN EDU,2.540,-0.160,-5.926%,3.46M,8.88M,26.64,2.43,0.88%,2.54B
Other Support Services,01598.HK,21CENTURY EDU,0.610,0.000,0.000%,1.12M,676.74K,7.86,0.90,2.57%,712.00M
Other Support Services,01650.HK,HYGIEIA GROUP,0.078,0.000,0.000%,0.00,0.00,2.22,0.79,11.28%,156.00M
Other Support Services,01752.HK,TOP EDUCATION,0.199,0.000,0.000%,0.00,0.00,21.29,1.81,1.49%,483.62M
Other Support Services,01756.HK,HUALI UNIV GP,2.380,-0.050,-2.058%,2.14M,5.10M,N/A,0.94,0.00%,2.86B
Other Support Services,01758.HK,BOJUN EDU,0.720,+0.060,+9.091%,828.00K,567.26K,63.31,0.61,0.00%,591.74M
Other Support Services,01765.HK,HOPE EDU,1.820,-0.050,-2.674%,21.64M,39.67M,89.42,2.05,0.50%,14.52B
Other Support Services,01769.HK,SCHOLAR EDU,3.350,-0.200,-5.634%,3.30M,11.04M,31.90,2.90,5.37%,1.86B
Other Support Services,01773.HK,TIANLI EDU,2.860,-0.090,-3.051%,6.71M,19.25M,12.93,1.57,2.19%,6.19B
Other Support Services,01775.HK,BEXCELLENT GP,0.520,0.000,0.000%,0.00,0.00,No Profit,1.65,1.92%,260.00M
Other Support Services,01797.HK,KOOLEARN,9.280,-0.450,-4.625%,8.22M,76.16M,No Profit,4.31,0.00%,9.29B
Movies & Entertainment,00326.HK,CHINA STAR ENT,1.240,-0.030,-2.362%,1.12M,1.42M,No Profit,0.95,0.00%,3.08B
Movies & Entertainment,00391.HK,MEI AH ENTER,0.098,+0.004,+4.255%,3.42M,346.54K,No Profit,1.55,0.00%,580.53M
Movies & Entertainment,00419.HK,HUAYI TENCENT,0.350,-0.010,-2.778%,7.91M,2.80M,No Profit,6.08,0.00%,4.72B
Movies & Entertainment,00491.HK,EMPEROR CULTURE,0.084,+0.003,+3.704%,460.00K,39.24K,No Profit,0.92,0.00%,269.92M
Movies & Entertainment,00547.HK,DIGITAL DOMAIN,0.059,+0.001,+1.724%,7.52M,441.11K,No Profit,2.39,0.00%,2.41B
Movies & Entertainment,00571.HK,ESUN HOLDINGS,0.760,0.000,0.000%,0.00,0.00,No Profit,0.71,0.00%,1.13B
Movies & Entertainment,00800.HK,A8 NEW MEDIA,0.205,0.000,0.000%,416.00K,83.47K,9.15,0.31,0.00%,553.99M
Movies & Entertainment,00953.HK,SHAW BROTHERS,0.143,+0.002,+1.418%,280.00K,38.04K,74.99,0.41,0.00%,203.00M
Movies & Entertainment,01003.HK,HUANXI MEDIA,1.740,-0.060,-3.333%,2.77M,4.89M,No Profit,4.18,0.00%,6.42B
Movies & Entertainment,01046.HK,UNIVERSE ENT,0.410,0.000,0.000%,570.00K,230.73K,No Profit,1.05,0.00%,371.72M
Movies & Entertainment,01060.HK,ALI PICTURES,1.060,-0.020,-1.852%,16.93M,18.05M,No Profit,1.74,0.00%,28.45B
Movies & Entertainment,01132.HK,ORANGE SKY G H,0.139,-0.001,-0.714%,0.00,0.00,No Profit,0.21,0.00%,389.15M
Movies & Entertainment,01159.HK,STARLIGHT CUL,1.650,+0.050,+3.125%,46.00K,75.25K,No Profit,6.71,0.00%,1.36B
Movies & Entertainment,01326.HK,TRANSMIT ENT,0.142,-0.004,-2.740%,8.00K,1.14K,No Profit,N/A,0.00%,368.58M
Movies & Entertainment,01566.HK,CA CULTURAL,3.000,+0.010,+0.334%,3.28M,9.91M,27.27,2.96,0.00%,2.95B
Movies & Entertainment,01616.HK,STARRISE MEDIA,0.150,-0.015,-9.091%,422.00K,60.07K,No Profit,0.20,0.00%,246.94M
Movies & Entertainment,01740.HK,VALUES CULTURAL,0.153,+0.001,+0.658%,530.00K,81.08K,106.97,0.29,0.00%,158.74M
Movies & Entertainment,01859.HK,BRIGHT CULTURE,1.000,0.000,0.000%,0.00,0.00,6.88,1.03,0.00%,1.60B
Movies & Entertainment,01896.HK,MAOYAN ENT,12.060,-0.160,-1.309%,6.53M,79.24M,No Profit,1.51,0.00%,13.76B
Movies & Entertainment,01970.HK,IMAX CHINA,11.660,+0.080,+0.691%,107.30K,1.25M,No Profit,2.26,2.66%,4.06B
Movies & Entertainment,01981.HK,CATHAY EDU,5.140,-0.260,-4.815%,6.30M,32.67M,19.60,2.62,1.56%,8.53B
Movies & Entertainment,02125.HK,STRAWBEAR ENT,6.310,+0.080,+1.284%,500.00K,3.13M,115.09,9.47,0.00%,4.34B
Movies & Entertainment,02309.HK,BIRMINGHAM SPTS,0.177,+0.004,+2.312%,2.20M,373.44K,No Profit,9.59,0.00%,3.41B
Movies & Entertainment,02366.HK,SMI CULTURE,0.059,0.000,0.000%,0.00,0.00,No Profit,0.30,0.00%,93.17M
Movies & Entertainment,03636.HK,POLY CULTURE,4.400,-0.050,-1.124%,38.10K,168.36K,No Profit,0.24,0.00%,393.57M
Movies & Entertainment,08075.HK,MEDIA ASIA,1.650,0.000,0.000%,720.02K,1.18M,No Profit,8.76,0.00%,4.86B
Movies & Entertainment,08078.HK,C CREATIVE DIGI,0.068,-0.006,-8.108%,72.00K,4.90K,No Profit,N/A,0.00%,18.46M
Marine & Harbour Services,00137.HK,JINHUI HOLDINGS,1.300,-0.040,-2.985%,0.00,0.00,No Profit,0.61,0.00%,689.38M
Movies & Entertainment,08082.HK,SUN ENT GP,0.300,+0.005,+1.695%,2.01M,594.10K,No Profit,6.12,0.00%,375.24M
Movies & Entertainment,08172.HK,LAJIN ENT,0.300,-0.020,-6.250%,660.00K,192.00K,No Profit,3.10,0.00%,1.26B
Movies & Entertainment,08175.HK,C DIGITAL CUL,0.058,0.000,0.000%,0.00,0.00,No Profit,N/A,0.00%,157.69M
Marine & Harbour Services,00144.HK,CHINA MER PORT,11.400,+0.060,+0.529%,4.82M,54.98M,7.80,0.48,6.05%,41.74B
Marine & Harbour Services,00316.HK,OOIL,166.600,-1.600,-0.951%,1.04M,176.03M,14.89,2.38,6.60%,106.16B
Marine & Harbour Services,00351.HK,ASIA ENERGY LOG,0.490,+0.010,+2.083%,1.03M,504.85K,4.59,3.38,0.00%,830.54M
Marine & Harbour Services,00517.HK,COSCO SHIP INTL,2.550,+0.080,+3.239%,836.00K,2.12M,11.55,0.48,8.63%,3.91B
Marine & Harbour Services,00560.HK,CHU KONG SHIP,1.060,0.000,0.000%,174.00K,184.46K,23.87,0.36,1.89%,1.19B
Marine & Harbour Services,00598.HK,SINOTRANS,3.130,-0.100,-3.096%,11.58M,36.56M,7.10,0.64,4.57%,6.71B
Marine & Harbour Services,00935.HK,DRAGON CROWN,0.890,+0.050,+5.952%,62.00K,56.16K,12.96,0.95,5.39%,1.09B
Marine & Harbour Services,01138.HK,COSCO SHIP ENGY,3.630,+0.010,+0.276%,7.07M,25.49M,5.86,0.42,6.57%,4.70B
Marine & Harbour Services,01145.HK,COURAGE INV,0.285,-0.005,-1.724%,0.00,0.00,No Profit,0.49,0.00%,312.85M
Marine & Harbour Services,01199.HK,COSCO SHIP PORT,6.260,+0.200,+3.300%,5.68M,35.13M,7.47,0.48,5.36%,20.75B
Marine & Harbour Services,01308.HK,SITC,32.500,+0.050,+0.154%,6.32M,203.86M,31.71,9.49,2.52%,87.17B
Marine & Harbour Services,01549.HK,EVER HARVEST GP,0.340,+0.060,+21.429%,45.61M,14.37M,18.18,3.34,0.00%,476.00M
Marine & Harbour Services,01719.HK,CIL GROUP,0.790,0.000,0.000%,0.00,0.00,52.67,1.78,0.00%,1.36B
Marine & Harbour Services,01732.HK,XIANGXING INT,0.148,-0.025,-14.451%,6.24M,912.70K,8.62,0.90,0.00%,148.00M
Marine & Harbour Services,01748.HK,XIN YUAN ENT,3.570,0.000,0.000%,0.00,0.00,22.68,1.70,0.00%,1.57B
Hotels & Resorts,00022.HK,MEXAN,0.126,0.000,0.000%,0.00,0.00,No Profit,0.53,0.00%,247.76M
Leisure & Recreation,00361.HK,SINO GOLF HOLD,0.250,-0.010,-3.846%,15.78M,3.89M,No Profit,4.51,0.00%,1.30B
Marine & Harbour Services,01919.HK,COSCO SHIP HOLD,20.050,+0.490,+2.505%,64.00M,1.26B,20.77,4.70,0.00%,51.74B
Marine & Harbour Services,02343.HK,PACIFIC BASIN,3.190,+0.060,+1.917%,39.87M,126.26M,No Profit,1.85,0.00%,15.35B
Marine & Harbour Services,02682.HK,YUN LEE MARINE,0.188,+0.019,+11.243%,3.06M,544.67K,7.52,0.91,6.92%,188.00M
Marine & Harbour Services,02866.HK,COSCO SHIP DEV,1.750,+0.090,+5.422%,121.53M,208.65M,9.44,0.70,3.81%,6.43B
Marine & Harbour Services,02880.HK,LIAONING PORT,0.760,-0.010,-1.299%,874.00K,667.60K,10.63,0.43,4.71%,3.92B
Hotels & Resorts,00037.HK,FE HOTELS,0.133,0.000,0.000%,240.00K,31.58K,No Profit,0.27,0.00%,97.47M
Hotels & Resorts,00045.HK,HK&S HOTELS,8.190,+0.020,+0.245%,88.50K,725.53K,No Profit,0.37,0.00%,13.51B
Hotels & Resorts,00069.HK,SHANGRI-LA ASIA,7.490,-0.110,-1.447%,1.18M,8.90M,No Profit,0.57,0.00%,26.86B
Hotels & Resorts,00078.HK,REGAL INT'L,4.080,-0.090,-2.158%,96.50K,390.14K,No Profit,0.29,0.00%,3.67B
Hotels & Resorts,00126.HK,CARRIANNA,0.660,+0.020,+3.125%,190.00K,125.86K,10.25,0.24,4.55%,1.04B
Leisure & Recreation,01661.HK,WISDOM SPORTS,0.219,-0.014,-6.009%,40.00K,8.68K,No Profit,0.52,0.00%,348.85M
Leisure & Recreation,01803.HK,BJ SPORTS & ENT,0.218,0.000,0.000%,0.00,0.00,No Profit,0.88,0.00%,306.95M
Leisure & Recreation,02255.HK,HAICHANG HLDG,0.530,-0.010,-1.852%,1.76M,925.30K,No Profit,0.61,0.00%,2.12B
Leisure & Recreation,03358.HK,BESTWAY GLOBAL,4.090,+0.010,+0.245%,928.00K,3.78M,11.86,1.10,2.54%,4.33B
Leisure & Recreation,06858.HK,HONMAGOLF,4.990,+0.270,+5.720%,194.00K,949.31K,23.15,2.02,4.50%,3.02B
Marine & Harbour Services,03369.HK,QHD PORT,1.340,-0.020,-1.471%,618.50K,832.24K,6.25,0.41,5.69%,1.11B
Marine & Harbour Services,03378.HK,XIAMEN PORT,0.980,+0.030,+3.158%,1.56M,1.50M,7.88,0.38,3.41%,966.97M
Marine & Harbour Services,03382.HK,TIANJINPORT DEV,0.600,-0.010,-1.639%,5.56M,3.35M,5.83,0.27,6.88%,3.69B
Marine & Harbour Services,03683.HK,GREAT HARVEST,0.990,-0.020,-1.980%,30.00K,29.63K,No Profit,5.82,0.00%,943.09M
Marine & Harbour Services,06117.HK,RIZHAO PORT JR,0.630,0.000,0.000%,56.00K,35.28K,5.81,0.39,0.00%,516.60M
Hotels & Resorts,00181.HK,FUJIAN HOLDINGS,0.152,0.000,0.000%,0.00,0.00,84.44,0.41,0.00%,174.12M
Hotels & Resorts,00184.HK,KECK SENG INV,3.850,-0.050,-1.282%,14.00K,53.04K,No Profit,0.42,0.00%,1.31B
Hotels & Resorts,00193.HK,CAPITAL ESTATE,0.405,0.000,0.000%,0.00,0.00,No Profit,0.08,0.00%,78.71M
Hotels & Resorts,00201.HK,MAGNIFICENT,0.120,+0.004,+3.448%,260.00K,31.16K,No Profit,0.29,0.00%,1.07B
Hotels & Resorts,00219.HK,SHUNHO PROPERTY,1.260,0.000,0.000%,0.00,0.00,No Profit,0.11,0.00%,730.49M
Leisure & Recreation,08052.HK,LUK HING ENT,0.048,-0.002,-4.000%,160.00K,7.53K,No Profit,5.25,0.00%,103.68M
Leisure & Recreation,08406.HK,ALPHA ERA,0.175,+0.004,+2.339%,810.00K,138.95K,5.06,0.96,0.00%,140.00M
Leisure & Recreation,08432.HK,BAR PACIFIC,0.070,0.000,0.000%,0.00,0.00,No Profit,2.75,0.00%,60.20M
Marine & Harbour Services,06119.HK,TIAN YUAN GP,0.405,+0.010,+2.532%,84.00K,34.20K,10.65,0.72,9.20%,243.00M
Marine & Harbour Services,06198.HK,QINGDAO PORT,4.230,-0.050,-1.168%,551.50K,2.34M,6.02,0.70,7.39%,4.65B
Marine & Harbour Services,08020.HK,UNITAS HOLD,0.089,+0.012,+15.584%,300.00K,24.40K,No Profit,9.09,0.00%,220.09M
Marine & Harbour Services,08502.HK,OCEAN LINE PORT,0.260,0.000,0.000%,0.00,0.00,3.92,0.50,0.00%,208.00M
