category,stockNo,stockName,lastPrice,currentRatio,quickRatio,ROA,ROE,grossProfitMargin,netProgitMargin,payout,debtEquityRatio,yrEnd
Telecomm. & Networking Equipment,00552.HK,CHINACOMSERVICE,3.830,1.38,1.35,3.26%,8.39%,11.20%,2.51%,36.00%,5.10%,2020/12
Telecomm. & Networking Equipment,00763.HK,ZTE,23.500,1.44,0.99,2.83%,9.84%,31.11%,4.20%,21.74%,83.14%,2020/12
Telecomm. & Networking Equipment,00788.HK,CHINA TOWER,1.060,0.41,0.41,1.91%,3.45%,100.00%,7.93%,60.73%,60.60%,2020/12
Warehousing & Logistic Services ,02130.HK,CN LOGISTICS,7.850,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Warehousing & Logistic Services ,02618.HK,JD LOGISTICS,41.400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Warehousing & Logistic Services ,02930.HK,SILKROADLOG-OLD,0.170,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Warehousing & Logistic Services ,06083.HK,WORLD-LINK LOG,0.470,2.31,2.09,11.39%,17.97%,100.00%,9.69%,84.75%,29.96%,2020/12
Warehousing & Logistic Services ,06123.HK,YTO EXP INTL,4.220,2.10,2.10,14.93%,29.42%,15.31%,5.00%,10.03%,19.42%,2020/12
TV & Broadcasting,00511.HK,TVB,7.400,2.51,2.00,-2.86%,-5.48%,31.10%,-10.31%,N/A,73.98%,2020/12
Telecomm. & Networking Equipment,00947.HK,MOBI DEV,0.510,1.85,1.49,-1.53%,-2.65%,22.60%,-3.37%,N/A,15.39%,2020/12
Telecomm. & Networking Equipment,01063.HK,SUNCORP TECH,0.180,6.75,6.75,-23.44%,-27.49%,14.73%,-40.36%,N/A,1.67%,2020/12
Telecomm. & Networking Equipment,01085.HK,HXTL,2.250,4.24,4.02,2.75%,3.54%,22.89%,5.38%,10.00%,16.19%,2020/12
Telecomm. & Networking Equipment,01202.HK,CHENGDU PUTIAN,1.170,7.64,6.99,-4.07%,-5.31%,4.02%,-10.35%,N/A,0.76%,2020/12
Telecomm. & Networking Equipment,01300.HK,TRIGIANT,0.710,2.54,2.45,-2.60%,-4.11%,17.80%,-4.85%,N/A,42.00%,2020/12
Warehousing & Logistic Services ,06880.HK,TEMPUS HOLD,0.260,0.50,0.43,-12.94%,-128.61%,50.25%,-20.37%,N/A,692.91%,2020/12
Warehousing & Logistic Services ,08035.HK,JANCO HOLDINGS,0.275,0.64,0.64,3.72%,19.76%,13.27%,2.29%,N/A,294.64%,2020/12
Warehousing & Logistic Services ,08292.HK,WORLDGATEGLOBAL,0.155,4.83,4.83,-2.55%,-3.71%,12.72%,-2.32%,N/A,33.94%,2020/12
Warehousing & Logistic Services ,08348.HK,BINHAI TEDA,0.340,1.22,1.21,-5.79%,-15.52%,5.82%,-4.49%,N/A,59.08%,2020/12
Warehousing & Logistic Services ,08430.HK,C&N HOLDINGS,0.111,4.12,4.12,-2.82%,-4.09%,5.71%,-3.09%,N/A,29.00%,2020/12
TV & Broadcasting,01097.HK,I-CABLE COMM,0.091,0.47,0.46,-17.12%,-75.41%,100.00%,-25.76%,N/A,211.81%,2020/12
TV & Broadcasting,02008.HK,PHOENIX TV,0.690,2.16,2.15,-11.09%,-23.53%,100.00%,-34.24%,N/A,24.60%,2020/12
TV & Broadcasting,08153.HK,FARNOVA GROUP,0.083,0.08,0.08,-437.82%,38.84%,17.21%,-234.47%,N/A,-81.54%,2020/03
TV & Broadcasting,08280.HK,CDV HOLDINGS,0.108,1.38,1.27,-8.38%,-20.71%,17.24%,-22.77%,N/A,67.78%,2020/12
Telecomm. & Networking Equipment,01362.HK,SIS MOBILE,0.490,2.52,2.01,6.55%,10.35%,3.07%,0.93%,N/A,6.42%,2020/12
Telecomm. & Networking Equipment,01473.HK,PANGAEA CONNECT,0.560,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Telecomm. & Networking Equipment,01613.HK,SYNERTONE,0.270,1.04,0.69,-4.89%,-9.69%,25.50%,-16.76%,N/A,48.25%,2021/03
Telecomm. & Networking Equipment,01617.HK,NANFANG COMM,0.310,1.43,1.38,-1.51%,-2.54%,10.20%,-5.05%,N/A,22.92%,2020/12
Telecomm. & Networking Equipment,01720.HK,PUTIAN COMM,0.460,1.93,1.65,3.85%,6.46%,22.34%,5.94%,N/A,42.75%,2020/12
Warehousing & Logistic Services ,08482.HK,WAN LEADER,0.300,1.80,1.80,4.26%,9.26%,9.24%,1.46%,N/A,12.81%,2021/03
Warehousing & Logistic Services ,08489.HK,GP LOGISTICS,0.510,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Warehousing & Logistic Services ,08620.HK,AE LOGISTICS,0.150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Telecomm. & Networking Equipment,01729.HK,TIME INTERCON,0.450,1.21,0.81,8.71%,26.55%,19.29%,7.53%,N/A,123.93%,2021/03
Telecomm. & Networking Equipment,01810.HK,XIAOMI-W,26.200,1.63,1.25,8.02%,16.46%,14.95%,8.28%,N/A,14.23%,2020/12
Telecomm. & Networking Equipment,02000.HK,SIM TECH,0.395,3.58,3.07,-1.37%,-1.80%,12.57%,-4.08%,N/A,3.28%,2020/12
Telecomm. & Networking Equipment,02239.HK,SMIT,3.650,1.47,1.38,-1.59%,-2.99%,35.22%,-9.81%,-10.75%,31.34%,2020/12
Telecomm. & Networking Equipment,02342.HK,COMBA,1.980,1.37,1.16,-1.71%,-4.73%,28.58%,-3.84%,-9.51%,36.18%,2020/12
Telecomm. & Networking Equipment,02369.HK,COOLPAD GROUP,0.335,0.42,0.35,-9.12%,-29.88%,15.04%,-48.53%,N/A,53.77%,2020/12
Telecomm. & Networking Equipment,03997.HK,TSO,1.170,26.25,26.07,9.56%,9.99%,39.96%,24.96%,N/A,1.29%,2021/03
Telecomm. & Networking Equipment,06033.HK,TELECOM DIGIT,3.170,0.90,0.70,20.96%,35.39%,48.08%,13.01%,78.79%,49.27%,2021/03
Telecomm. & Networking Equipment,06168.HK,U-TON FUTURE,0.161,0.44,0.43,-87.36%,143.10%,-25.37%,-789.82%,N/A,-156.56%,2020/12
Telecomm. & Networking Equipment,06188.HK,BJ DIGITAL,3.830,1.82,1.27,1.22%,2.66%,8.68%,0.84%,N/A,71.44%,2020/12
Telecomm. & Networking Equipment,06869.HK,YOFC,9.680,2.16,1.63,3.43%,6.01%,21.74%,6.61%,30.00%,23.26%,2020/12
Telecomm. & Networking Equipment,08043.HK,ATLINKS,0.162,1.24,0.87,1.68%,6.46%,30.22%,1.72%,N/A,85.52%,2020/12
Telecomm. & Networking Equipment,08066.HK,PHOENITRON HOLD,0.035,1.23,1.18,4.21%,7.89%,31.75%,5.20%,N/A,21.46%,2020/12
Telecomm. & Networking Equipment,08227.HK,HAITIAN ANTENNA,1.720,0.34,0.19,-32.19%,-80.78%,23.38%,-280.78%,N/A,24.29%,2020/12
Road and Railway,00107.HK,SICHUAN EXPRESS,1.780,1.04,0.75,1.67%,4.34%,21.06%,8.23%,36.20%,119.47%,2020/12
Road and Railway,00152.HK,SHENZHEN INT'L,10.840,1.15,0.71,3.54%,11.65%,33.22%,20.60%,52.17%,95.69%,2020/12
Road and Railway,00177.HK,JIANGSU EXPRESS,8.650,0.54,0.24,4.03%,8.74%,41.65%,30.68%,94.05%,53.23%,2020/12
Road and Railway,00269.HK,CRTG,0.019,0.04,0.04,-9.61%,15.51%,-32.78%,-222.78%,N/A,-198.32%,2021/03
Road and Railway,00548.HK,SHENZHENEXPRESS,7.470,0.72,0.65,3.73%,8.92%,35.04%,25.60%,45.74%,50.99%,2020/12
Road and Railway,00576.HK,ZHEJIANGEXPRESS,6.850,1.30,1.30,2.30%,12.43%,38.84%,25.10%,51.44%,170.15%,2020/12
Travel & Tourism,00234.HK,NEW CENTURY GP,0.064,8.73,8.73,-2.66%,-3.58%,84.39%,-56.51%,N/A,4.56%,2021/03
Retailers & Trade,00223.HK,ELIFE HLDGS,0.061,3.08,3.08,-21.37%,-19.45%,3.43%,-9.56%,N/A,3.63%,2021/03
Road and Railway,00737.HK,BAY AREA DEV,2.890,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Road and Railway,00995.HK,ANHUIEXPRESSWAY,5.010,1.68,1.67,5.62%,8.10%,48.12%,33.75%,41.64%,24.33%,2020/12
Road and Railway,01052.HK,YUEXIUTRANSPORT,4.480,0.44,0.44,0.44%,1.54%,53.40%,5.50%,61.24%,170.08%,2020/12
Road and Railway,01576.HK,QILU EXPRESSWAY,2.120,0.65,0.64,9.25%,21.41%,58.19%,36.74%,58.06%,115.08%,2020/12
Road and Railway,01785.HK,CHENGDU EXPWAY,2.150,1.28,1.24,3.80%,10.50%,32.98%,17.10%,58.17%,100.96%,2020/12
Travel & Tourism,00265.HK,ORIENT VICTORY,0.072,4.35,2.72,-3.26%,-8.45%,14.81%,-13.33%,N/A,0.66%,2020/12
Travel & Tourism,00308.HK,CHINA TRAVEL HK,1.280,2.08,1.12,-1.55%,-2.41%,3.85%,-19.87%,N/A,5.87%,2020/12
Travel & Tourism,00487.HK,SUCCESSUNIVERSE,0.157,1.28,0.94,-10.23%,-14.16%,4.80%,-39.01%,N/A,36.33%,2020/12
Travel & Tourism,00678.HK,GENTING HK,0.580,0.16,0.14,-23.30%,-55.14%,100.00%,-426.93%,N/A,120.24%,2020/12
Travel & Tourism,00780.HK,TONGCHENG-ELONG,18.980,2.09,2.09,1.71%,2.34%,71.40%,5.52%,N/A,2.82%,2020/12
Retailers & Trade,02322.HK,HK CHAOSHANG GP,1.020,7.31,7.31,-2.17%,-2.47%,27.06%,-6.86%,N/A,2.02%,2021/03
Retailers & Trade,08310.HK,DAFENG PORT,0.166,0.60,0.59,87.64%,-139.00%,1.58%,27.59%,N/A,-146.79%,2020/12
Road and Railway,01823.HK,HUAYUEXPRESSWAY,1.500,1.80,1.33,3.77%,14.18%,36.92%,13.89%,N/A,210.75%,2020/12
Road and Railway,02169.HK,CANGGANGRAILWAY,1.260,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Road and Railway,80737.HK,BAY AREA DEV-R,2.480,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Travel & Tourism,01235.HK,TRAVEL EXPERT,0.240,3.95,3.87,-29.20%,-42.02%,90.11%,-512.07%,N/A,18.41%,2021/03
Travel & Tourism,01383.HK,SUNCITY GROUP,0.420,1.78,1.44,7.86%,-43.41%,28.31%,356.16%,N/A,-170.53%,2020/12
Travel & Tourism,01620.HK,CTEH,0.230,4.84,4.84,-34.46%,-42.21%,45.70%,-93.13%,N/A,6.71%,2020/12
Travel & Tourism,01701.HK,TU YI HLDG,0.241,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Travel & Tourism,01901.HK,FEIYANG GROUP,0.790,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Restaurants & Fast Food Shops,00047.HK,HOP HING GROUP,0.051,1.21,1.01,-5.00%,-19.81%,59.44%,-5.15%,N/A,182.30%,2020/12
Travel & Tourism,03399.HK,YUEYUN TRANS,1.410,0.83,0.42,-2.07%,-11.07%,4.75%,-4.10%,N/A,214.57%,2020/12
Travel & Tourism,06882.HK,EGL HOLDINGS,0.550,0.67,0.67,-10.32%,-43.06%,12.15%,-43.54%,N/A,212.49%,2020/12
Travel & Tourism,08063.HK,GLOBAL M HLDG,0.141,1.13,1.13,-44.44%,-76.39%,100.00%,-811.46%,N/A,55.60%,2020/12
Travel & Tourism,08069.HK,WWPKG HOLDINGS,0.395,1.78,1.75,-40.59%,-67.20%,-3.28%,-642.51%,N/A,40.67%,2021/03
Travel & Tourism,08095.HK,BEIDA JADE BIRD,0.485,2.89,2.86,1.75%,2.17%,15.19%,13.70%,N/A,16.20%,2020/12
Restaurants & Fast Food Shops,00052.HK,FAIRWOOD HOLD,18.140,0.99,0.93,6.28%,19.75%,12.38%,5.80%,N/A,156.66%,2021/03
Restaurants & Fast Food Shops,00156.HK,LIPPO CHINA RES,0.118,2.06,2.05,-0.22%,-0.37%,54.06%,-2.37%,-423.08%,41.91%,2020/12
Restaurants & Fast Food Shops,00226.HK,LIPPO,2.350,1.69,1.60,-4.14%,-7.03%,57.50%,-117.86%,-5.11%,21.89%,2020/12
Restaurants & Fast Food Shops,00341.HK,CAFE DE CORAL H,15.820,1.49,1.35,5.02%,11.86%,5.59%,5.35%,61.29%,106.63%,2021/03
Restaurants & Fast Food Shops,00520.HK,XIABUXIABU,7.830,1.12,0.77,0.03%,0.08%,100.00%,0.03%,"3,294.12%",87.09%,2020/12
Travel & Tourism,08668.HK,YING HAI GROUP,0.160,6.90,6.90,-27.44%,-34.94%,5.38%,-126.64%,N/A,19.67%,2020/12
Travel & Tourism,09961.HK,TRIP.COM-S,278.200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Restaurants & Fast Food Shops,00538.HK,AJISEN (CHINA),1.770,2.75,2.56,-1.69%,-2.47%,100.00%,-4.28%,-142.86%,25.93%,2020/12
Restaurants & Fast Food Shops,00573.HK,TAO HEUNG HLDGS,1.010,1.19,0.99,-1.97%,-3.69%,1.33%,-2.43%,-52.63%,64.01%,2020/12
Restaurants & Fast Food Shops,00657.HK,G-VISION INT'L,0.085,2.33,2.30,-10.74%,-18.07%,68.68%,-23.57%,N/A,1.17%,2021/03
Restaurants & Fast Food Shops,00703.HK,FUTURE BRIGHT,0.180,0.45,0.37,-9.34%,-23.48%,67.81%,-28.84%,N/A,116.86%,2020/12
Restaurants & Fast Food Shops,01007.HK,LONGHUI INTL,0.115,0.21,0.15,-42.77%,46.75%,100.00%,-37.45%,N/A,-48.85%,2020/12
Restaurants & Fast Food Shops,01181.HK,TANG PALACE,0.890,1.31,1.20,0.41%,1.05%,100.00%,0.40%,"1,023.17%",79.51%,2020/12
Restaurants & Fast Food Shops,01314.HK,TSUI WAH HLDG,0.325,0.71,0.67,-8.00%,-20.11%,100.00%,-12.98%,N/A,116.83%,2021/03
Restaurants & Fast Food Shops,01443.HK,FULUM GP HLDG,0.237,0.52,0.39,-13.95%,-137.98%,100.00%,-14.35%,N/A,675.72%,2021/03
Restaurants & Fast Food Shops,01483.HK,U BANQUET GP,1.250,2.14,2.14,14.29%,25.28%,35.64%,37.43%,N/A,5.77%,2020/12
Restaurants & Fast Food Shops,01488.HK,BEST FOOD HLDG,0.720,0.74,0.65,-6.53%,-15.25%,54.02%,-21.66%,N/A,88.49%,2020/12
Restaurants & Fast Food Shops,01632.HK,MSCTECH,0.710,1.16,1.16,4.56%,15.63%,100.00%,1.61%,N/A,20.91%,2021/03
Restaurants & Fast Food Shops,01703.HK,PALACE BANQUET,0.720,0.90,0.88,-23.18%,-244.72%,100.00%,-55.46%,N/A,793.60%,2021/03
Restaurants & Fast Food Shops,01843.HK,SNACK EMPIRE,0.415,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Restaurants & Fast Food Shops,01869.HK,LI BAO GE GP,0.365,0.63,0.54,-12.04%,-71.17%,100.00%,-16.84%,N/A,341.47%,2020/12
Restaurants & Fast Food Shops,01978.HK,LH GROUP,0.990,1.83,1.68,18.77%,33.85%,100.00%,17.48%,75.03%,45.62%,2020/12
Publishing,00018.HK,ORIENTAL PRESS,0.780,14.50,13.83,10.14%,10.94%,100.00%,30.19%,102.16%,0.37%,2021/03
Restaurants & Fast Food Shops,02108.HK,K2 F&B,0.242,1.61,1.60,1.48%,3.25%,100.00%,6.27%,N/A,110.86%,2020/12
Restaurants & Fast Food Shops,03666.HK,TANSH,0.073,0.74,0.69,-53.48%,-277.34%,67.77%,-49.47%,N/A,222.34%,2020/12
Restaurants & Fast Food Shops,06811.HK,TAI HING GROUP,2.140,0.81,0.73,3.70%,11.04%,70.63%,4.25%,64.93%,154.35%,2020/12
Restaurants & Fast Food Shops,06862.HK,HAIDILAO,40.450,0.67,0.55,1.12%,3.02%,100.00%,1.08%,29.36%,118.59%,2020/12
Restaurants & Fast Food Shops,08056.HK,LIFE CONCEPTS,0.092,0.31,0.28,-65.87%,"1,021.29%",100.00%,-28.94%,N/A,-774.30%,2020/03
Publishing,00072.HK,MODERN MEDIA,0.192,1.36,1.13,-12.28%,-25.13%,35.48%,-25.00%,N/A,40.79%,2020/12
Publishing,00282.HK,NEXT DIGITAL,0.290,0.68,0.60,-21.01%,-64.57%,11.09%,-35.85%,N/A,104.85%,2020/03
Publishing,00343.HK,CULTURECOM HOLD,0.680,3.24,2.74,-23.28%,-34.60%,18.77%,-27.68%,N/A,24.72%,2021/03
Publishing,00423.HK,HKET HOLDINGS,1.240,2.66,2.60,2.59%,3.47%,41.57%,3.09%,N/A,2.11%,2021/03
Publishing,00426.HK,ONE MEDIA GROUP,0.218,9.41,9.39,-12.88%,-312.99%,0.92%,-37.56%,N/A,25.65%,2021/03
Restaurants & Fast Food Shops,08096.HK,TASTY CONCEPTS,0.115,1.89,1.85,-25.51%,-62.70%,76.67%,-25.80%,N/A,109.83%,2021/03
Restaurants & Fast Food Shops,08213.HK,STARGLORY HLDGS,0.044,0.48,0.45,1.94%,-2.98%,57.65%,1.34%,N/A,-79.59%,2021/03
Restaurants & Fast Food Shops,08232.HK,CLASSIFIED GP,0.060,2.93,1.44,-18.05%,-28.61%,100.00%,-21.97%,N/A,43.33%,2020/12
Restaurants & Fast Food Shops,08272.HK,C FOOD&BEV GP,0.085,0.13,0.13,-23.61%,382.81%,19.79%,-60.04%,N/A,-689.87%,2019/12
Publishing,00685.HK,MEDIA CHINESE,0.320,2.21,1.93,-0.56%,-0.78%,33.19%,-1.13%,-125.00%,20.16%,2021/03
Publishing,00811.HK,XINHUA WINSHARE,5.440,1.53,1.20,7.44%,12.46%,39.46%,14.02%,30.39%,3.52%,2020/12
Publishing,01105.HK,SING TAO,0.930,4.43,4.34,-3.52%,-4.09%,32.88%,-9.80%,-21.74%,1.45%,2020/12
Publishing,02230.HK,MEDIALINK GROUP,0.250,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Publishing,02383.HK,TOM GROUP,0.550,1.25,1.11,-35.16%,88.68%,41.40%,-122.58%,N/A,-276.37%,2020/12
Public Transport,00062.HK,TRANSPORT INT'L,15.160,1.07,1.04,9.87%,14.44%,100.00%,30.76%,11.88%,23.42%,2020/12
Publishing,08006.HK,SINO SPLENDID,0.077,3.21,3.21,-11.63%,-15.27%,51.02%,-57.34%,N/A,0.62%,2020/12
Public Transport,00066.HK,MTR CORPORATION,43.300,1.04,0.95,-1.66%,-2.72%,100.00%,-11.30%,-157.69%,28.47%,2020/12
Public Transport,00077.HK,AMS TRANSPORT,0.710,0.59,0.59,5.21%,26.21%,8.23%,7.19%,N/A,360.65%,2021/03
Public Transport,00254.HK,NUR HOLDINGS,0.142,0.10,0.10,11.22%,-7.36%,23.01%,27.30%,N/A,-135.44%,2020/12
Public Transport,00306.HK,KWOON CHUNG BUS,2.400,0.47,0.45,-0.91%,-2.15%,-6.87%,-4.33%,N/A,89.23%,2021/03
Public Transport,00525.HK,GUANGSHEN RAIL,1.520,0.88,0.88,-1.52%,-1.98%,100.00%,-3.41%,N/A,4.89%,2020/12
Public Transport,00699.HK,CAR INC,3.980,0.74,0.72,-34.40%,-103.91%,7.10%,-67.98%,N/A,166.26%,2020/12
Multi-media Enterprise,01716.HK,MOST KWAI CHUNG,1.120,8.18,8.11,8.75%,9.87%,36.73%,15.81%,N/A,1.81%,2021/03
Movies & Entertainment,00326.HK,CHINA STAR ENT,1.240,7.76,2.28,-2.07%,-3.21%,73.12%,"-2,197.17%",N/A,37.82%,2020/12
Other Support Services,00032.HK,CROSS-HAR(HOLD),12.860,5.80,5.79,7.13%,7.96%,100.00%,95.36%,21.54%,1.32%,2020/12
Movies & Entertainment,00391.HK,MEI AH ENTER,0.098,0.53,0.52,-7.46%,-15.55%,42.94%,-60.94%,N/A,65.39%,2021/03
Movies & Entertainment,00419.HK,HUAYI TENCENT,0.350,1.64,1.64,-6.42%,-7.28%,45.80%,-50.94%,N/A,8.72%,2020/12
Movies & Entertainment,00491.HK,EMPEROR CULTURE,0.084,0.76,0.74,-19.94%,-116.52%,60.12%,-271.05%,N/A,443.53%,2020/06
Movies & Entertainment,00547.HK,DIGITAL DOMAIN,0.059,0.68,0.68,-39.98%,-71.13%,10.76%,-99.54%,N/A,48.87%,2020/12
Movies & Entertainment,00571.HK,ESUN HOLDINGS,0.760,2.51,2.50,-221.86%,-537.45%,32.49%,-924.00%,N/A,98.51%,2020/07
Other Support Services,00079.HK,CENTURY LEGEND,0.165,0.87,0.87,-4.20%,-7.52%,34.67%,-68.07%,N/A,69.76%,2020/12
Other Support Services,00145.HK,CCIAM FUTURE EN,0.150,2.23,2.22,-42.73%,-59.82%,48.20%,-844.36%,N/A,21.61%,2020/12
Other Support Services,00309.HK,XH NEWS MEDIA,0.080,2.81,2.81,10.71%,15.50%,100.00%,8.44%,N/A,5.54%,2021/03
Other Support Services,00382.HK,EDVANTAGE GROUP,7.500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Other Support Services,00667.HK,CHINA EAST EDU,11.420,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Movies & Entertainment,00800.HK,A8 NEW MEDIA,0.205,4.39,4.39,2.88%,3.39%,76.91%,55.51%,N/A,3.11%,2020/12
Movies & Entertainment,00953.HK,SHAW BROTHERS,0.143,3.21,2.18,0.39%,0.55%,36.82%,1.98%,N/A,0.18%,2020/12
Movies & Entertainment,01003.HK,HUANXI MEDIA,1.740,3.48,3.48,-13.54%,-16.34%,-2.89%,-37.33%,N/A,4.93%,2020/12
Movies & Entertainment,01046.HK,UNIVERSE ENT,0.410,1.03,0.99,-3.96%,-7.61%,45.66%,-11.93%,N/A,4.35%,2020/06
Movies & Entertainment,01060.HK,ALI PICTURES,1.060,5.37,5.37,-0.62%,-0.70%,48.53%,-3.37%,N/A,2.37%,2021/03
Other Support Services,00752.HK,PICO FAR EAST,1.380,1.51,1.50,1.06%,2.58%,32.74%,1.47%,61.27%,43.15%,2020/10
Other Support Services,00839.HK,CHINA EDU GROUP,17.160,1.49,1.49,3.52%,7.39%,59.78%,23.64%,77.17%,60.92%,2020/08
Other Support Services,01082.HK,HK EDU INTL,1.690,2.99,2.99,-71.24%,-99.38%,100.00%,-159.41%,N/A,14.01%,2020/06
Other Support Services,01317.HK,MAPLELEAF EDU,1.860,0.65,0.65,4.48%,11.16%,46.66%,33.05%,N/A,84.64%,2020/08
Other Support Services,01328.HK,GOLDSTREAM INV,0.096,3.71,3.71,1.37%,2.08%,100.00%,4.51%,N/A,1.32%,2020/12
Movies & Entertainment,01132.HK,ORANGE SKY G H,0.139,2.52,2.51,-6.94%,-15.30%,63.26%,-89.31%,N/A,99.56%,2020/12
Movies & Entertainment,01159.HK,STARLIGHT CUL,1.650,2.03,2.03,-15.93%,-80.12%,-59.12%,-339.76%,N/A,254.58%,2020/12
Movies & Entertainment,01326.HK,TRANSMIT ENT,0.142,0.79,0.52,-7.10%,334.17%,37.31%,-27.19%,N/A,"-2,629.01%",2020/06
Movies & Entertainment,01566.HK,CA CULTURAL,3.000,1.03,1.02,5.44%,11.28%,17.30%,26.86%,N/A,74.23%,2020/03
Movies & Entertainment,01616.HK,STARRISE MEDIA,0.150,3.01,2.17,-21.49%,-31.19%,-18.32%,-298.83%,N/A,21.88%,2020/12
Other Support Services,01360.HK,NOVA GROUP,0.118,1.55,1.53,11.85%,19.80%,51.75%,24.88%,N/A,46.16%,2020/06
Other Support Services,01397.HK,BAGUIO GREEN,0.370,1.34,1.33,8.50%,17.78%,5.61%,4.54%,29.08%,53.16%,2020/12
Other Support Services,01449.HK,LEADER EDU,0.720,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Other Support Services,01463.HK,C-LINK SQ,3.650,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Other Support Services,01525.HK,GENCH EDU,6.020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Marine & Harbour Services,00137.HK,JINHUI HOLDINGS,1.300,1.22,1.21,-2.76%,-7.54%,100.00%,-23.36%,N/A,86.68%,2020/12
Movies & Entertainment,01740.HK,VALUES CULTURAL,0.153,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Movies & Entertainment,01859.HK,BRIGHT CULTURE,1.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Movies & Entertainment,01896.HK,MAOYAN ENT,12.060,1.74,1.72,-6.09%,-8.48%,39.35%,-47.32%,N/A,13.59%,2020/12
Movies & Entertainment,01970.HK,IMAX CHINA,11.660,2.66,2.56,-7.99%,-11.55%,36.97%,-51.10%,-50.00%,3.30%,2020/12
Movies & Entertainment,01981.HK,CATHAY EDU,5.140,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Other Support Services,01565.HK,VIRSCEND EDU,1.020,0.28,0.28,2.97%,8.27%,35.95%,12.22%,77.91%,124.23%,2020/12
Other Support Services,01569.HK,MINSHENG EDU,1.350,1.35,1.35,1.44%,3.26%,51.22%,11.87%,28.30%,75.47%,2020/12
Other Support Services,01586.HK,CHINA LEON,2.300,1.51,1.51,11.44%,20.02%,42.40%,8.76%,29.79%,24.03%,2020/12
Other Support Services,01593.HK,CHEN LIN EDU,2.540,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Other Support Services,01598.HK,21CENTURY EDU,0.610,1.73,1.73,6.75%,11.66%,48.18%,30.41%,20.23%,38.23%,2020/12
Marine & Harbour Services,00144.HK,CHINA MER PORT,11.400,1.12,1.11,3.03%,5.86%,41.86%,57.59%,47.18%,45.69%,2020/12
Marine & Harbour Services,00316.HK,OOIL,166.600,1.99,1.94,8.48%,16.00%,19.40%,11.02%,98.23%,54.41%,2020/12
Marine & Harbour Services,00351.HK,ASIA ENERGY LOG,0.490,10.57,10.57,39.69%,45.19%,5.11%,232.18%,N/A,9.96%,2020/12
Marine & Harbour Services,00517.HK,COSCO SHIP INTL,2.550,6.00,5.75,3.41%,4.17%,18.26%,9.83%,99.64%,1.23%,2020/12
Marine & Harbour Services,00560.HK,CHU KONG SHIP,1.060,2.01,1.97,1.09%,1.52%,10.04%,2.69%,45.05%,8.42%,2020/12
Movies & Entertainment,02125.HK,STRAWBEAR ENT,6.310,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Movies & Entertainment,02309.HK,BIRMINGHAM SPTS,0.177,0.16,0.16,-24.54%,-79.72%,-94.30%,-112.51%,N/A,158.16%,2020/06
Movies & Entertainment,02366.HK,SMI CULTURE,0.059,0.99,0.83,-17.11%,-439.53%,19.85%,-468.21%,N/A,"1,146.41%",2019/12
Movies & Entertainment,03636.HK,POLY CULTURE,4.400,1.36,1.07,-2.56%,-9.24%,32.36%,-15.25%,N/A,180.89%,2020/12
Movies & Entertainment,08075.HK,MEDIA ASIA,1.650,1.64,1.01,-20.26%,-442.80%,12.03%,-48.84%,N/A,905.95%,2020/07
Other Support Services,01650.HK,HYGIEIA GROUP,0.078,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Other Support Services,01752.HK,TOP EDUCATION,0.199,4.83,4.81,6.50%,8.54%,50.74%,14.31%,31.82%,14.82%,2020/06
Other Support Services,01756.HK,HUALI UNIV GP,2.380,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Other Support Services,01758.HK,BOJUN EDU,0.720,0.54,0.54,0.39%,1.01%,27.79%,2.28%,N/A,64.72%,2020/08
Other Support Services,01765.HK,HOPE EDU,1.820,1.18,1.18,0.96%,2.10%,43.30%,13.67%,44.44%,57.41%,2020/08
